;RPMDiz;Udz;Ud;Ugen;Iv;Igen;alpha16;TestV;ChopReg;UUAL;UUBL;UUCL;IaL;IbL;IcL;IdzL;IdL;IqzL;IqL;E_MaxL;E_LineL;E_ampL;IqLCurLim;fUmL;UkdL;UkqL;UUdL;UUqL;ThetaL;SpeedLz1_16;DeltaSpeedL1;DeltaSpeedL;SpeedL;SpeedLz;Iaz;ImL;UdSIL;UqSIL;UAlphaSIL;UUAR;UUBR;UUCR;IaR;IbR;IcR;IdzR;IdR;IqzR;IqR;E_MaxR;E_LineR;E_ampR;IqRCurLim;fUmR;sdELint;sdERint;UUdR;UUqR;ThetaR;SpeedRz1_16;DeltaSpeedR1;DeltaSpeedR;SpeedR;SpeedRz;EAlphaInstL;EBetaInstL;EAlphaInstR;EBetaInstR;AverageCarSpeed;M1;CTR_CAP4;CTR_CAP1;CTR_CAP2;freq_3_harm;PowerMax16;PowerL16;PowerR16;UAlphaSIR;UBetaSIR;LimitSummSpeedL;LimitSummSpeedR;SpeedLzCruize;SpeedRzCruize;UAlphaSIL;UBetaSIL;IqzLCruize;IqzRCruize;SummSpeedLint;SummSpeedRint;PowerUvtr;DeltaSpeedLCruize;DeltaSpeedRCruize;IfRMSL;iffL;Faults1;Faults2;FaultsC;FaultsDINV;FaultsDCHOP;
2000;1750;650;654;714;61;33;73;1234;0;12186;11869;13445;-586;-993;1576;1100;1108;1146;1145;357;100;13;2491;985;0;-6;639;721;18432;1116;1116;244;0;2370;115;2396;16;18;-8;12867;11515;13118;104;-1443;1298;1100;1106;1146;1135;357;100;15;2491;978;1100;1100;443;893;20753;1116;1116;244;0;2370;-4;-13;9;-13;0;32767;5146;2283;6998;350;1276;57;57;9;-24;30;30;0;0;-8;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
350;1750;650;653;715;61;29;74;1234;0;12303;11827;13370;-611;-1009;1576;1100;1135;1152;1144;357;100;13;2491;988;0;-1;524;748;18432;1122;1122;243;0;2370;120;7861;13;19;-5;12855;11492;13153;112;-1455;1286;1100;1100;1152;1141;357;100;15;2491;975;1100;1100;476;907;20753;1122;1122;243;0;2370;-1;-13;9;-13;0;32767;5347;2447;7193;350;1276;54;59;9;-24;30;30;0;0;-5;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
444;1755;650;654;714;61;39;74;1234;0;12185;11866;13449;-538;-1039;1576;1100;1105;1158;1159;357;100;14;2491;986;0;-6;660;707;18569;1128;1128;248;0;2400;166;2457;17;18;-8;12828;11521;13151;167;-1453;1295;1100;1097;1158;1156;357;100;14;2491;983;1100;1100;503;862;20890;1128;1128;248;0;2400;-5;-13;7;-13;0;32767;5609;2719;7452;351;1279;59;59;8;-24;30;30;0;0;-8;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
400;1755;650;651;702;62;33;74;1234;0;12284;11810;13406;-562;-1059;1558;1100;1127;1164;1150;357;100;13;2491;983;0;-1;573;755;18569;1134;1134;247;0;2400;170;7924;14;19;-5;12852;11545;13103;170;-1464;1306;1100;1105;1164;1167;357;100;13;2491;982;1100;1100;456;853;20890;1134;1134;247;0;2400;-2;-13;8;-12;0;32767;5933;3050;7778;351;1279;56;56;9;-23;30;30;0;0;-5;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
80;1755;650;651;695;60;34;74;1234;0;12323;11799;13378;-526;-1087;1568;1100;1134;1169;1156;357;100;12;2491;987;0;-5;553;747;18705;1139;1139;246;0;2400;216;2423;14;19;-4;12909;11478;13113;204;-1482;1268;1100;1104;1169;1157;357;100;15;2491;993;1100;1100;477;913;21026;1139;1139;246;0;2400;-1;-12;9;-13;0;32767;6323;3416;8164;351;1279;56;60;10;-24;30;30;0;0;-4;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
350;1760;650;656;697;63;43;76;1234;0;12234;11845;13421;-506;-1097;1567;1100;1118;1175;1170;357;100;12;2491;982;0;-1;633;707;18705;1145;1145;245;0;2400;262;8005;16;18;-6;13019;11486;12995;228;-1519;1247;1100;1127;1175;1152;357;100;15;2491;990;1100;1100;376;943;21163;1145;1145;245;0;2400;-3;-12;12;-11;0;32767;6758;3890;8600;352;1283;58;57;13;-22;30;30;0;0;-6;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
250;1760;650;654;695;65;39;73;1234;0;12168;11866;13466;-441;-1125;1565;1100;1098;1181;1183;357;100;13;2491;982;0;-5;716;673;18842;1151;1151;243;0;2400;267;2752;18;17;-8;12903;11514;13083;260;-1529;1233;1100;1106;1181;1176;357;100;14;2491;995;1100;1100;474;872;21163;1151;1151;243;0;2400;-5;-13;9;-12;0;32767;7309;4462;9151;352;1283;59;58;10;-23;30;30;0;0;-8;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
40;1760;650;655;696;66;40;73;1234;0;12184;11844;13472;-439;-1134;1560;1100;1097;1187;1186;357;100;13;2491;980;0;-1;709;694;18842;1157;1157;248;0;2430;313;9345;18;18;-8;13079;11431;12990;285;-1543;1208;1100;1117;1187;1164;357;100;16;2491;998;1100;1100;389;999;21299;1157;1157;248;0;2430;-5;-13;13;-12;0;32767;7954;5067;350;352;1283;61;61;15;-23;30;30;0;0;-8;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
182;1765;650;655;698;66;38;73;1234;0;12107;11880;13513;-374;-1180;1541;1100;1077;1193;1201;357;100;14;2491;984;0;-5;796;641;18978;1163;1163;253;0;2460;318;3175;20;16;-10;12848;11480;13172;328;-1520;1213;1100;1082;1193;1192;357;100;15;2491;998;1100;1100;587;857;21299;1163;1163;253;0;2460;-8;-13;7;-14;0;32767;8673;5797;1082;353;1286;61;64;9;-25;30;30;0;0;-10;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
300;1765;650;657;695;61;31;75;1234;0;12161;11834;13505;-384;-1181;1546;1100;1088;1199;1200;357;100;14;2491;979;0;-1;759;687;18978;1169;1169;258;0;2490;365;10538;19;17;-8;12912;11492;13096;379;-1555;1178;1100;1085;1199;1205;357;100;15;2491;1008;1100;1100;531;865;21436;1169;1169;258;0;2490;-6;-14;8;-13;0;32767;132;6678;1959;353;1286;61;61;10;-24;30;30;0;0;-8;-25;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
75;1770;650;654;717;61;34;72;1234;0;12299;11773;13428;-366;-1226;1530;1100;1112;1205;1194;357;100;13;2491;981;0;-4;653;727;19115;1175;1175;257;0;2490;370;3243;16;18;-5;13009;11481;13010;349;-1593;1171;1100;1116;1205;1190;357;100;15;2491;1007;1100;1100;440;920;21436;1175;1175;257;0;2490;-3;-13;11;-11;0;32767;1139;7684;2989;354;1290;58;59;13;-22;30;30;0;0;-5;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
25;1775;650;656;719;64;40;70;1234;0;12410;11685;13405;-330;-1224;1543;1100;1115;1212;1189;357;100;14;2491;981;0;-13;613;788;19251;1182;1182;255;0;2490;417;1271;15;20;-2;12869;11542;13089;443;-1588;1161;1100;1089;1212;1235;357;100;14;2491;1012;1100;1100;549;797;21572;1182;1182;255;0;2490;-9;-12;6;-12;0;32767;2247;8800;4100;355;1293;61;59;9;-23;30;30;0;0;-2;-25;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
12345;1775;650;655;718;65;44;72;1234;0;12338;11771;13391;-323;-1258;1538;1100;1118;1218;1207;357;100;13;2491;979;0;-3;628;713;19251;1188;1188;254;0;2490;422;3841;16;18;-4;13020;11538;12942;404;-1611;1176;1100;1129;1218;1215;357;100;13;2491;1008;1100;1100;397;879;21572;1188;1188;254;0;2490;-2;-13;10;-10;0;32767;3427;597;5270;355;1293;59;56;13;-21;30;30;0;0;-4;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
12345;1780;650;655;723;60;36;71;1234;0;12382;11784;13334;-266;-1311;1528;1100;1115;1224;1229;357;100;13;2491;979;0;-11;588;687;19388;1194;1194;253;0;2490;468;1341;15;17;-3;12955;11435;13110;470;-1598;1113;1100;1088;1224;1218;357;100;15;2491;1014;1100;1100;588;894;21709;1194;1194;253;0;2490;-2;-12;8;-14;0;32767;4762;1948;6604;356;1297;56;67;11;-25;30;30;0;0;-3;-23;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
0;1785;650;656;693;61;32;73;1234;0;12246;11798;13456;-252;-1288;1533;1100;1098;1230;1228;357;100;13;2491;975;0;-3;735;665;19388;1200;1200;258;0;2520;474;4688;19;17;-6;12873;11535;13092;492;-1604;1140;1100;1093;1230;1247;357;100;13;2491;1017;1100;1100;572;788;21709;1200;1200;258;0;2520;-5;-13;6;-12;0;32767;6289;3482;8126;357;1300;62;60;9;-23;30;30;0;0;-6;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
12345;1790;650;655;698;65;43;71;1234;0;12338;11747;13415;-209;-1346;1501;1100;1102;1236;1235;357;100;13;2491;972;0;-9;680;703;19524;1206;1206;256;0;2520;520;1555;17;18;-4;13036;11498;12966;507;-1648;1099;1100;1119;1236;1231;357;100;15;2491;1026;1100;1100;466;889;21845;1206;1206;256;0;2520;-3;-14;10;-11;0;32767;7933;5123;477;358;1304;61;62;13;-22;30;30;0;0;-4;-25;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
75;1790;650;656;700;59;32;72;1234;0;12224;11772;13504;-192;-1326;1509;1100;1084;1242;1239;357;100;15;2491;974;0;-2;795;668;19524;1212;1212;255;0;2520;525;6054;20;17;-7;12969;11364;13167;526;-1574;1103;1100;1074;1242;1228;357;100;16;2491;1027;1100;1100;667;927;21845;1212;1212;255;0;2520;-6;-15;9;-16;0;32767;459;6927;2285;358;1304;64;72;12;-27;30;30;0;0;-7;-26;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
15;1795;650;655;719;63;47;70;1234;0;12324;11773;13403;-149;-1373;1499;1100;1095;1248;1253;357;100;13;2491;972;0;-7;697;659;19661;1218;1218;254;0;2520;611;2044;18;17;-4;13079;11426;12995;604;-1640;1037;1100;1102;1247;1239;357;100;15;2491;1038;1100;1100;545;928;22118;1218;1217;254;1;2520;-3;-13;11;-12;0;32767;2479;8929;4302;359;1307;61;68;15;-23;30;30;0;0;-4;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
1;1800;650;653;718;62;32;70;1234;0;12308;11796;13396;-156;-1382;1506;1100;1106;1254;1256;357;100;13;2491;974;0;-2;699;635;19661;1224;1224;253;0;2520;617;6710;18;16;-4;13063;11402;13035;618;-1646;1023;1100;1091;1254;1249;357;100;16;2491;1053;1100;1100;585;931;22118;1224;1224;253;0;2520;-3;-13;10;-13;0;32767;4561;1781;6379;360;1311;59;69;14;-24;30;30;0;0;-4;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
2;1805;650;659;700;62;43;71;1234;0;12272;11795;13433;-98;-1400;1494;1100;1094;1260;1265;357;100;12;2491;967;0;-6;757;612;19797;1230;1230;252;0;2520;701;2389;19;15;-5;13064;11476;12960;720;-1661;966;1100;1091;1258;1274;357;100;15;2491;1063;1100;1100;554;865;22391;1230;1228;252;2;2520;-5;-12;9;-12;0;32767;6858;4118;8700;361;1314;59;64;14;-22;30;30;0;0;-5;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
50;1810;650;660;705;60;32;68;1234;0;12230;11830;13440;-85;-1401;1506;1100;1088;1267;1279;357;100;13;2491;965;0;-1;781;573;19797;1237;1237;250;0;2520;748;8268;20;14;-7;13161;11416;12923;752;-1661;926;1100;1091;1266;1266;357;100;17;2491;1072;1100;1100;552;945;22528;1237;1236;251;1;2520;-7;-12;12;-12;0;32767;119;6517;1927;362;1318;59;68;17;-22;30;30;0;0;-7;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
10;1815;650;657;722;63;45;70;1234;0;12359;11766;13375;-53;-1459;1460;1100;1101;1272;1276;357;100;12;2491;964;0;-4;695;633;19934;1242;1242;249;0;2520;792;2886;18;16;-3;13175;11448;12877;792;-1689;895;1100;1108;1271;1273;357;100;16;2491;1079;1100;1100;529;927;22665;1243;1241;250;2;2520;-3;-12;12;-11;1;32767;2784;61;4619;363;1321;60;67;17;-21;30;30;0;0;-3;-24;0;0;30;30;1092;-1;-1;0;0;0;0;0;0;0;
10;1820;650;655;714;58;40;71;1234;0;12572;11643;13285;-47;-1479;1446;1100;1131;1278;1253;357;100;11;2491;961;0;-12;562;769;20070;1248;1248;248;0;2520;873;1094;14;19;1;13224;11424;12852;879;-1676;812;1100;1094;1276;1279;357;100;16;2491;1091;1100;1100;561;944;22938;1249;1246;249;3;2520;1;-12;12;-11;0;32767;5513;2771;7339;364;1325;59;69;18;-21;30;30;0;0;1;-24;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
2;1825;650;657;701;64;44;71;1234;0;12415;11659;13426;10;-1451;1455;1100;1081;1284;1281;357;100;12;2491;955;0;-3;728;721;20070;1254;1254;253;0;2550;916;3996;18;18;-2;13217;11422;12861;918;-1661;783;1100;1092;1282;1280;357;100;17;2491;1099;1100;1100;594;924;23074;1255;1252;253;3;2550;-2;-14;12;-11;1;32767;8424;5713;1152;365;1328;64;70;18;-21;30;30;0;0;-2;-26;0;0;30;30;1092;-1;-1;0;0;0;0;0;0;0;
1000;1830;650;655;721;62;50;70;1234;0;12756;11533;13211;43;-1490;1442;1100;1100;1291;1286;357;100;13;2491;962;0;-9;458;892;20207;1261;1261;252;0;2550;995;1681;11;23;6;13250;11438;12812;1003;-1681;693;1100;1097;1288;1295;357;100;16;2491;1106;1100;1100;597;915;23347;1261;1258;252;3;2550;6;-13;12;-11;0;32767;2436;8795;4251;366;1332;62;69;19;-20;30;30;0;0;6;-25;0;0;30;30;1092;0;0;0;0;0;0;0;0;0;
1000;1830;650;656;708;58;41;70;1234;0;12861;11479;13160;34;-1513;1424;1100;1108;1297;1282;357;100;14;2491;981;0;-2;382;964;20207;1267;1267;250;0;2550;1037;6148;9;25;9;13262;11478;12760;1046;-1688;652;1100;1104;1294;1303;357;100;16;2491;1102;1100;1100;567;900;23484;1267;1264;251;3;2550;9;-13;12;-10;1;32767;5583;2874;7395;366;1332;63;67;19;-19;30;30;0;0;9;-25;0;0;30;30;1092;-1;-1;0;0;0;0;0;0;0;
1300;1835;650;655;698;61;33;71;1234;0;12731;11589;13180;122;-1560;1400;1100;1087;1303;1323;357;100;12;2491;997;0;-6;465;826;20343;1273;1273;255;0;2580;1142;2102;12;21;6;13295;11558;12647;1149;-1659;558;1100;1117;1297;1306;357;100;15;2491;1111;1100;1100;520;871;23893;1273;1267;256;6;2580;6;-11;12;-7;2;32767;8905;6243;1706;367;1335;60;64;20;-16;30;30;0;0;6;-23;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
2500;1840;650;658;719;64;48;69;1234;0;12878;11512;13110;93;-1553;1420;1100;1113;1309;1308;357;100;13;2491;1004;0;-2;361;930;20343;1279;1279;254;0;2580;1213;7618;9;24;9;13396;11551;12553;1217;-1651;440;1100;1107;1304;1308;357;100;17;2491;1104;1100;1100;507;939;24166;1279;1274;255;5;2580;9;-11;15;-7;2;32767;3274;602;5106;368;1339;62;68;23;-15;30;30;0;0;9;-23;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
0;1845;650;653;701;64;44;70;1234;0;12940;11460;13100;125;-1580;1379;1100;1119;1315;1296;357;100;15;2491;1012;0;-5;359;982;20480;1285;1285;253;0;2580;1251;3406;9;25;11;13392;11501;12607;1250;-1629;400;1100;1103;1311;1309;357;100;15;2491;1096;1100;1100;592;925;24303;1285;1281;254;4;2580;10;-12;14;-8;2;32767;6806;4152;8638;369;1342;64;72;23;-16;30;30;0;0;11;-24;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
0;1845;650;657;719;59;37;71;1234;0;12948;11479;13073;189;-1593;1373;1100;1111;1321;1315;357;100;14;2491;1015;0;-12;360;960;20617;1291;1291;251;0;2580;1316;1345;9;24;11;13472;11484;12544;1306;-1609;295;1100;1098;1317;1306;357;100;16;2491;1092;1100;1100;613;973;24576;1291;1287;252;4;2580;10;-11;16;-8;2;32767;1461;7800;3288;369;1342;62;74;25;-15;30;30;0;0;11;-23;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
0;1850;650;657;721;57;30;70;1234;0;12865;11487;13148;203;-1596;1366;1100;1100;1327;1324;357;100;14;2491;1018;0;-3;445;926;20617;1297;1297;250;0;2580;1376;4346;11;24;9;13315;11612;12573;1398;-1564;221;1100;1101;1321;1342;357;100;15;2491;1082;1100;1100;597;785;24849;1297;1291;251;6;2580;8;-12;12;-7;3;32767;5088;2437;6915;370;1346;65;64;21;-14;30;30;0;0;9;-24;0;0;30;30;1092;-3;-3;0;0;0;0;0;0;0;
2;1850;650;656;701;62;38;71;1234;0;12828;11516;13156;277;-1638;1323;1100;1084;1333;1349;357;100;14;2491;1026;0;-8;484;878;20753;1303;1303;249;0;2580;1435;1952;12;22;8;13411;11555;12534;1440;-1531;107;1100;1090;1328;1333;357;100;14;2491;1072;1100;1100;659;847;25122;1303;1298;250;5;2580;7;-12;13;-8;2;32767;8891;6221;1722;370;1346;63;71;23;-14;30;30;0;0;8;-24;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
10;1855;650;655;718;64;41;70;1234;0;12931;11478;13091;252;-1648;1328;1100;1108;1339;1336;357;100;15;2491;1024;0;-2;404;945;20753;1309;1309;248;0;2580;1467;6755;10;24;11;13601;11539;12361;1425;-1530;76;1100;1105;1335;1291;357;100;15;2491;1051;1100;1100;615;1030;25259;1309;1305;249;4;2580;10;-12;18;-6;2;32767;3758;1111;5580;371;1349;64;76;28;-12;30;30;0;0;11;-24;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
9;1855;650;654;700;64;48;72;1234;0;12850;11487;13163;323;-1646;1307;1100;1086;1345;1352;357;100;14;2491;1031;0;-5;509;895;20890;1315;1315;247;0;2580;1519;2768;13;23;9;13561;11766;12174;1514;-1454;-1;1100;1099;1341;1335;357;100;17;2491;1063;1100;1100;425;1001;25532;1315;1311;247;4;2580;7;-13;17;0;3;32767;7687;5011;524;371;1349;67;70;27;-6;30;30;0;0;9;-25;0;0;30;30;1092;-3;-3;0;0;0;0;0;0;0;
4;1860;650;653;720;62;45;71;1234;0;12909;11477;13114;315;-1659;1309;1100;1098;1351;1351;357;100;14;2491;1031;0;-1;454;926;20890;1321;1321;246;0;2580;1567;9243;11;24;10;13601;11863;12037;1569;-1406;-111;1100;1092;1348;1351;357;100;17;2491;1098;1100;1100;356;1047;25805;1321;1318;246;3;2580;8;-12;17;3;2;32767;2778;23;4582;372;1351;66;69;28;-2;30;30;0;0;10;-24;0;0;30;30;1092;-2;-2;0;0;0;0;0;0;0;
50;1860;650;653;699;62;50;71;1234;0;13045;11414;13041;329;-1680;1288;1100;1124;1357;1333;357;100;16;2491;1038;0;-4;388;1016;21026;1327;1327;244;0;2580;1592;4360;10;26;14;13669;11835;11997;1576;-1398;-165;1100;1094;1354;1338;357;100;18;2491;1113;1100;1100;394;1105;25941;1327;1324;245;3;2580;12;-12;19;3;3;32767;6843;4182;8655;372;1353;69;73;30;-2;30;30;0;0;14;-24;0;0;30;30;1092;-3;-3;0;0;0;0;0;0;0;
10;1865;650;654;718;60;47;71;1234;0;12879;11542;13079;436;-1704;1260;1100;1092;1362;1387;357;100;14;2491;1045;0;-9;474;842;21163;1332;1332;243;0;2580;1633;1731;12;21;9;13695;11881;11925;1622;-1349;-260;1100;1098;1360;1348;357;100;18;2491;1129;1100;1100;394;1129;26214;1333;1330;244;3;2580;7;-11;20;4;3;32767;2129;8421;3942;373;1355;62;75;31;0;30;30;0;0;9;-23;0;0;30;30;1092;-3;-3;0;0;0;0;0;0;0;
30;1865;650;655;699;59;43;71;1234;0;12984;11421;13095;411;-1701;1249;1100;1100;1368;1362;357;100;15;2491;1048;0;-2;473;973;21163;1338;1338;242;0;2580;1654;6219;12;25;12;13654;11935;11912;1652;-1310;-289;1100;1106;1366;1360;357;100;17;2491;1134;1100;1100;373;1093;26351;1339;1336;243;3;2580;10;-13;19;4;3;32767;6326;3670;8133;373;1356;71;72;30;0;30;30;0;0;12;-25;0;0;30;30;1092;-3;-3;0;0;0;0;0;0;0;
2500;1865;650;655;720;59;43;70;1234;0;12868;11490;13142;494;-1709;1227;1100;1080;1374;1395;357;100;13;2491;1057;0;-6;556;859;21299;1344;1344;241;0;2580;1698;2495;14;22;9;13609;12021;11871;1701;-1203;-437;1100;1095;1369;1374;357;100;18;2491;1155;1100;1100;371;1049;26761;1344;1339;242;5;2580;6;-12;16;5;3;32767;1774;8049;3582;373;1356;68;70;28;2;30;30;0;0;9;-24;0;0;30;30;1092;-3;-3;0;0;0;0;0;0;0;
9;1870;650;656;701;59;46;69;1234;0;13267;11393;12840;516;-1725;1193;1100;1131;1378;1349;357;100;14;2491;1066;1;-24;307;1093;21572;1350;1348;240;2;2580;1724;674;7;28;19;13642;12049;11810;1733;-1153;-561;1100;1090;1375;1389;357;100;19;2491;1173;1100;1100;396;1081;27034;1350;1345;241;5;2580;6;-12;17;5;4;32767;6119;3499;7949;374;1360;69;74;29;3;30;30;0;0;19;-21;0;0;30;30;1092;-4;-4;0;0;0;0;0;0;0;
